Model,TBS2074B
Firmware Version,v1.31.16

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,0.0002,
Sample Interval,1.6e-06,
Filter Frequency,2e+08,
Record Length,2000,
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,10,10
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,5,0.02
Label,,
TIME,CH1,CH2
4.112e-04,-0.0992183,0.0285437
4.128e-04,-0.0992183,0.0283625
4.144e-04,-0.0992183,0.028175
4.160e-04,-0.0992183,0.0280344
4.176e-04,-0.0992183,0.0277562
4.192e-04,-0.0992183,0.0275719
4.208e-04,-0.0992183,0.0274281
4.224e-04,-0.0999995,0.027125
4.240e-04,-0.0992183,0.0268781
4.256e-04,-0.0992183,0.0267781
4.272e-04,-0.0992183,0.0266812
4.288e-04,-0.0992183,0.0265
4.304e-04,-0.0968745,0.0262219
4.320e-04,-0.0835933,0.0259875
4.336e-04,-0.0726558,0.0258875
4.352e-04,-0.0601558,0.0256031
4.368e-04,-0.0289058,0.0253531
4.384e-04,0.0187505,0.0251906
4.400e-04,0.0757817,0.0251281
4.416e-04,0.100782,0.0249406
4.432e-04,0.100782,0.0246156
4.448e-04,0.100782,0.024375
4.464e-04,0.101563,0.0243531
4.480e-04,0.110938,0.0241156
4.496e-04,0.140625,0.0239031
4.512e-04,0.203125,0.0237187
4.528e-04,0.285157,0.0235562
4.544e-04,0.301563,0.0234156
4.560e-04,0.310938,0.0232
4.576e-04,0.386719,0.0228594
4.592e-04,0.495313,0.0227531
4.608e-04,0.526563,0.0227219
4.624e-04,0.642969,0.02235
4.640e-04,0.739063,0.0221281
4.656e-04,0.899219,0.0219719
4.672e-04,1.06563,0.021875
4.688e-04,1.25,0.0217062
4.704e-04,1.51641,0.0214219
4.720e-04,1.81172,0.0211594
4.736e-04,2.25938,0.0211125
4.752e-04,2.84453,0.020775
4.768e-04,3.66875,0.0205594
4.784e-04,4.81172,0.0203813
4.800e-04,6.39609,0.0202719
4.816e-04,8.59297,0.02005
4.832e-04,11.4789,0.0197906
4.848e-04,14.8508,0.0195813
4.864e-04,18.218,0.0194531
4.880e-04,21.0852,0.0192
4.896e-04,22.9516,0.0189531
4.912e-04,23.3914,0.0187844
4.928e-04,22.3617,0.0187063
4.944e-04,20.3367,0.018425
4.960e-04,17.8336,0.0181844
4.976e-04,15.2609,0.0179781
4.992e-04,12.8992,0.0177563
5.008e-04,10.8078,0.0176344
5.024e-04,9.05859,0.0173656
5.040e-04,7.56719,0.0171625
5.056e-04,6.32578,0.0170281
5.072e-04,5.28516,0.0168531
5.088e-04,4.43125,0.0164688
5.104e-04,3.73203,0.0163656
5.120e-04,3.17422,0.0162188
5.136e-04,2.70547,0.0160563
5.152e-04,2.3125,0.0158
5.168e-04,1.98359,0.0155781
5.184e-04,1.70469,0.0154531
5.200e-04,1.46719,0.0151438
5.216e-04,1.26328,0.0148469
5.232e-04,1.07266,0.014775
5.248e-04,0.921875,0.014525
5.264e-04,0.814063,0.0143
5.280e-04,0.689063,0.0140656
5.296e-04,0.598438,0.0139563
5.312e-04,0.50625,0.0137281
5.328e-04,0.466407,0.0135031
5.344e-04,0.416407,0.0131969
5.360e-04,0.354688,0.0131469
5.376e-04,0.292969,0.0129563
5.392e-04,0.260157,0.012725
5.408e-04,0.221094,0.0123625
5.424e-04,0.183594,0.0123406
5.440e-04,0.160938,0.0121875
5.456e-04,0.1375,0.0118688
5.472e-04,0.1125,0.0115844
5.488e-04,0.1,0.0115594
5.504e-04,0.0929692,0.0113844
5.520e-04,0.0882817,0.0111094
5.536e-04,0.0750005,0.010775
5.552e-04,0.060938,0.0107719
5.568e-04,0.0437505,0.0105156
5.584e-04,0.0210942,0.0102656
5.600e-04,-0.000780773,0.00997813
5.616e-04,-0.0273433,0.0099
5.632e-04,-0.0789058,0.00962188
5.648e-04,-0.092187,0.0093625
5.664e-04,-0.0999995,0.00918438
5.680e-04,-0.0999995,0.00910938
5.696e-04,-0.0992183,0.00894063
5.712e-04,-0.0999995,0.008675
5.728e-04,-0.0999995,0.00838438
5.744e-04,-0.0999995,0.00834063
5.760e-04,-0.0999995,0.00813438
5.776e-04,-0.0999995,0.007975
5.792e-04,-0.0999995,0.00761875
5.808e-04,-0.0999995,0.00750625
5.824e-04,-0.100781,0.00738438
5.840e-04,-0.0999995,0.00714375
5.856e-04,-0.0999995,0.00684688
5.872e-04,-0.101562,0.006725
5.888e-04,-0.0999995,0.0064875
5.904e-04,-0.0999995,0.00640313
5.920e-04,-0.0999995,0.00614063
5.936e-04,-0.101562,0.00597813
5.952e-04,-0.100781,0.00582813
5.968e-04,-0.103125,0.00564063
5.984e-04,-0.0999995,0.00524688
6.000e-04,-0.110156,0.00517188
6.016e-04,-0.113281,0.00502188
6.032e-04,-0.10625,0.00492813
6.048e-04,-0.114062,0.0045125
6.064e-04,-0.108593,0.00436563
6.080e-04,-0.113281,0.00427813
6.096e-04,-0.11875,0.0040375
6.112e-04,-0.114843,0.0038
6.128e-04,-0.111718,0.0035625
6.144e-04,-0.116406,0.00352188
6.160e-04,-0.132812,0.00334688
6.176e-04,-0.133593,0.00302813
6.192e-04,-0.128125,0.0027875
6.208e-04,-0.127343,0.0027375
6.224e-04,-0.126562,0.00243438
6.240e-04,-0.125,0.00219375
6.256e-04,-0.124218,0.00204063
6.272e-04,-0.1375,0.00195625
6.288e-04,-0.135937,0.0017375
6.304e-04,-0.14375,0.00154063
6.320e-04,-0.133593,0.0012625
6.336e-04,-0.142187,0.0011625
6.352e-04,-0.149218,0.00104063
6.368e-04,-0.149218,0.000775
6.384e-04,-0.142187,0.000571875
6.400e-04,-0.141406,0.000375
6.416e-04,-0.141406,0.000271875
6.432e-04,-0.15625,4.37505e-05
6.448e-04,-0.149218,-0.00021875
6.464e-04,-0.161718,-0.000421875
6.480e-04,-0.152343,-0.000553125
6.496e-04,-0.169531,-0.0007375
6.512e-04,-0.159375,-0.000875
6.528e-04,-0.149218,-0.00121875
6.544e-04,-0.14375,-0.00129062
6.560e-04,-0.170312,-0.00145937
6.576e-04,-0.163281,-0.00169687
6.592e-04,-0.157812,-0.00200625
6.608e-04,-0.186718,-0.00204375
6.624e-04,-0.202343,-0.002275
6.640e-04,-0.236718,-0.00249062
6.656e-04,-0.217187,-0.0027
6.672e-04,-0.225,-0.00282187
6.688e-04,-0.270312,-0.00300312
6.704e-04,-0.260156,-0.00321562
6.720e-04,-0.278906,-0.0034
6.736e-04,-0.275,-0.00362187
6.752e-04,-0.265625,-0.0038
6.768e-04,-0.271093,-0.00385625
6.784e-04,-0.283593,-0.00407187
6.800e-04,-0.277343,-0.00433125
6.816e-04,-0.299218,-0.00450625
6.832e-04,-0.299218,-0.00464687
6.848e-04,-0.299218,-0.0049125
6.864e-04,-0.296875,-0.00511562
6.880e-04,-0.299218,-0.005225
6.896e-04,-0.299218,-0.00532187
6.912e-04,-0.299218,-0.005475
6.928e-04,-0.299218,-0.00578125
6.944e-04,-0.299218,-0.00603437
6.960e-04,-0.299218,-0.00617187
6.976e-04,-0.299218,-0.00644687
6.992e-04,-0.299218,-0.00660312
7.008e-04,-0.299218,-0.00683437
7.024e-04,-0.299218,-0.00695
7.040e-04,-0.299218,-0.00722812
7.056e-04,-0.299218,-0.00752187
7.072e-04,-0.299218,-0.0076375
7.088e-04,-0.299218,-0.00776562
7.104e-04,-0.299218,-0.00802812
7.120e-04,-0.299218,-0.00840312
7.136e-04,-0.299218,-0.0084375
7.152e-04,-0.299218,-0.00865625
7.168e-04,-0.299218,-0.00890937
7.184e-04,-0.299218,-0.009025
7.200e-04,-0.299218,-0.009225
7.216e-04,-0.299218,-0.0093
7.232e-04,-0.299218,-0.00955625
7.248e-04,-0.299218,-0.009925
7.264e-04,-0.299218,-0.0100281
7.280e-04,-0.299218,-0.0101406
7.296e-04,-0.299218,-0.0103187
7.312e-04,-0.299218,-0.0106156
7.328e-04,-0.299218,-0.0108344
7.344e-04,-0.299218,-0.0109031
7.360e-04,-0.299218,-0.0110656
7.376e-04,-0.299218,-0.0113437
7.392e-04,-0.3,-0.0113687
7.408e-04,-0.299218,-0.0116312
7.424e-04,-0.299218,-0.0118156
7.440e-04,-0.299218,-0.0119906
7.456e-04,-0.299218,-0.01215
7.472e-04,-0.299218,-0.0124219
7.488e-04,-0.299218,-0.0125687
7.504e-04,-0.299218,-0.0125906
7.520e-04,-0.3,-0.0128375
7.536e-04,-0.299218,-0.0131406
7.552e-04,-0.299218,-0.0132375
7.568e-04,-0.299218,-0.0133844
7.584e-04,-0.299218,-0.0134969
7.600e-04,-0.299218,-0.0137875
7.616e-04,-0.299218,-0.0140156
7.632e-04,-0.3,-0.0140719
7.648e-04,-0.299218,-0.0142281
7.664e-04,-0.299218,-0.0144937
7.680e-04,-0.299218,-0.0146687
7.696e-04,-0.299218,-0.0148281
7.712e-04,-0.299218,-0.0149281
7.728e-04,-0.299218,-0.0150687
7.744e-04,-0.3,-0.0153656
7.760e-04,-0.299218,-0.0155312
7.776e-04,-0.299218,-0.0156375
7.792e-04,-0.299218,-0.0157812
7.808e-04,-0.299218,-0.0158969
7.824e-04,-0.3,-0.0161406
7.840e-04,-0.298437,-0.0163125
7.856e-04,-0.299218,-0.0164656
7.872e-04,-0.299218,-0.0165719
7.888e-04,-0.299218,-0.0167531
7.904e-04,-0.299218,-0.016875
7.920e-04,-0.299218,-0.0172062
7.936e-04,-0.298437,-0.0172156
7.952e-04,-0.299218,-0.0173594
7.968e-04,-0.299218,-0.0177094
7.984e-04,-0.299218,-0.0177094
8.000e-04,-0.299218,-0.0180125
8.016e-04,-0.299218,-0.0180531
8.032e-04,-0.298437,-0.0181406
8.048e-04,-0.3,-0.0184094
8.064e-04,-0.299218,-0.0185375
8.080e-04,-0.299218,-0.0188156
8.096e-04,-0.3,-0.0188219
8.112e-04,-0.299218,-0.0189469
8.128e-04,-0.299218,-0.0192312
8.144e-04,-0.299218,-0.01945
8.160e-04,-0.299218,-0.0196281
8.176e-04,-0.299218,-0.0197094
8.192e-04,-0.299218,-0.0198125
8.208e-04,-0.299218,-0.0200719
8.224e-04,-0.299218,-0.0201594
8.240e-04,-0.299218,-0.0204125
8.256e-04,-0.3,-0.0204187
8.272e-04,-0.299218,-0.0206469
8.288e-04,-0.299218,-0.0207094
8.304e-04,-0.299218,-0.0209875
8.320e-04,-0.299218,-0.0211375
8.336e-04,-0.299218,-0.0213062
8.352e-04,-0.299218,-0.0215031
8.368e-04,-0.299218,-0.0215719
8.384e-04,-0.3,-0.0218562
8.400e-04,-0.299218,-0.0220125
8.416e-04,-0.299218,-0.0220437
8.432e-04,-0.299218,-0.0222406
8.448e-04,-0.3,-0.02245
8.464e-04,-0.299218,-0.0225781
8.480e-04,-0.3,-0.0228219
8.496e-04,-0.299218,-0.0228562
8.512e-04,-0.299218,-0.0229656
8.528e-04,-0.299218,-0.0231
8.544e-04,-0.3,-0.0232
8.560e-04,-0.299218,-0.023425
8.576e-04,-0.299218,-0.0236062
8.592e-04,-0.299218,-0.0236625
8.608e-04,-0.3,-0.0237562
8.624e-04,-0.299218,-0.0238937
8.640e-04,-0.299218,-0.0241344
8.656e-04,-0.299218,-0.0244094
8.672e-04,-0.299218,-0.0244344
8.688e-04,-0.299218,-0.0244562
8.704e-04,-0.299218,-0.0246656
8.720e-04,-0.299218,-0.024875
8.736e-04,-0.3,-0.0252094
8.752e-04,-0.299218,-0.0252094
8.768e-04,-0.299218,-0.0252312
8.784e-04,-0.299218,-0.0253844
8.800e-04,-0.299218,-0.0256312
8.816e-04,-0.299218,-0.0257187
8.832e-04,-0.299218,-0.0260062
8.848e-04,-0.299218,-0.0260469
8.864e-04,-0.299218,-0.0260875
8.880e-04,-0.299218,-0.0263
8.896e-04,-0.299218,-0.0264375
8.912e-04,-0.299218,-0.0267937
8.928e-04,-0.299218,-0.0268062
8.944e-04,-0.299218,-0.0268312
8.960e-04,-0.299218,-0.0270625
8.976e-04,-0.299218,-0.02705
8.992e-04,-0.299218,-0.0272312
9.008e-04,-0.299218,-0.0275281
9.024e-04,-0.299218,-0.0276187
9.040e-04,-0.299218,-0.0276187
9.056e-04,-0.299218,-0.0277531
9.072e-04,-0.299218,-0.0279062
9.088e-04,-0.299218,-0.0280719
9.104e-04,-0.299218,-0.0281937
9.120e-04,-0.299218,-0.0284312
9.136e-04,-0.299218,-0.0284094
9.152e-04,-0.299218,-0.0285625
9.168e-04,-0.299218,-0.0285406
9.184e-04,-0.299218,-0.0287781
9.200e-04,-0.299218,-0.0291594
9.216e-04,-0.299218,-0.0292094
9.232e-04,-0.299218,-0.0292187
9.248e-04,-0.299218,-0.0292281
9.264e-04,-0.299218,-0.0293125
9.280e-04,-0.299218,-0.0296
9.296e-04,-0.299218,-0.0299
9.312e-04,-0.299218,-0.0300094
9.328e-04,-0.299218,-0.0300094
9.344e-04,-0.299218,-0.0300531
9.360e-04,-0.299218,-0.0301312
9.376e-04,-0.299218,-0.0302719
9.392e-04,-0.3,-0.0305219
9.408e-04,-0.299218,-0.0307844
9.424e-04,-0.299218,-0.0308031
9.440e-04,-0.299218,-0.0308719
9.456e-04,-0.299218,-0.0308969
9.472e-04,-0.299218,-0.0310344
9.488e-04,-0.299218,-0.031125
9.504e-04,-0.299218,-0.0314062
9.520e-04,-0.299218,-0.0316031
9.536e-04,-0.299218,-0.0316094
9.552e-04,-0.299218,-0.0316187
9.568e-04,-0.299218,-0.0316344
9.584e-04,-0.299218,-0.0317656
9.600e-04,-0.299218,-0.0319094
9.616e-04,-0.299218,-0.0321875
9.632e-04,-0.299218,-0.0323469
9.648e-04,-0.299218,-0.0324125
9.664e-04,-0.299218,-0.032425
9.680e-04,-0.299218,-0.0324125
9.696e-04,-0.299218,-0.0324812
9.712e-04,-0.299218,-0.0326094
9.728e-04,-0.299218,-0.032775
9.744e-04,-0.299218,-0.0330875
9.760e-04,-0.299218,-0.033175
9.776e-04,-0.299218,-0.0332
9.792e-04,-0.299218,-0.0331969
9.808e-04,-0.299218,-0.0332031
9.824e-04,-0.3,-0.0332062
9.840e-04,-0.299218,-0.0332562
9.856e-04,-0.299218,-0.0333594
9.872e-04,-0.299218,-0.0333937
9.888e-04,-0.299218,-0.0335437
9.904e-04,-0.299218,-0.0339781
9.920e-04,-0.299218,-0.0339969
9.936e-04,-0.299218,-0.0340125
9.952e-04,-0.299218,-0.0340187
9.968e-04,-0.299218,-0.0340344
9.984e-04,-0.299218,-0.0341219
1.000e-03,-0.299218,-0.0341781
1.002e-03,-0.299218,-0.034325
1.003e-03,-0.299218,-0.0345531
1.005e-03,-0.299218,-0.0348281
1.006e-03,-0.299218,-0.0348125
1.008e-03,-0.299218,-0.0348094
1.010e-03,-0.3,-0.0348219
1.011e-03,-0.3,-0.0348531
1.013e-03,-0.299218,-0.0349469
1.014e-03,-0.299218,-0.0351437
1.016e-03,-0.299218,-0.03545
1.018e-03,-0.299218,-0.0355781
1.019e-03,-0.299218,-0.0355937
1.021e-03,-0.299218,-0.0356062
1.022e-03,-0.299218,-0.0355969
1.024e-03,-0.299218,-0.035625
1.026e-03,-0.299218,-0.0356656
1.027e-03,-0.3,-0.0358719
1.029e-03,-0.299218,-0.0361719
1.030e-03,-0.299218,-0.0364094
1.032e-03,-0.299218,-0.0363937
1.034e-03,-0.299218,-0.0363875
1.035e-03,-0.299218,-0.0364
1.037e-03,-0.299218,-0.0364031
1.038e-03,-0.299218,-0.0364125
1.040e-03,-0.299218,-0.0364375
1.042e-03,-0.299218,-0.0365719
1.043e-03,-0.299218,-0.0368469
1.045e-03,-0.299218,-0.037175
1.046e-03,-0.299218,-0.0371844
1.048e-03,-0.299218,-0.0372
1.050e-03,-0.299218,-0.0372094
1.051e-03,-0.299218,-0.0372062
1.053e-03,-0.299218,-0.0372
1.054e-03,-0.299218,-0.0372094
1.056e-03,-0.299218,-0.0372187
1.058e-03,-0.299218,-0.0372062
1.059e-03,-0.299218,-0.0373375
1.061e-03,-0.299218,-0.0379344
1.062e-03,-0.299218,-0.0379594
1.064e-03,-0.299218,-0.03795
1.066e-03,-0.299218,-0.0379687
1.067e-03,-0.299218,-0.0379594
1.069e-03,-0.299218,-0.0379687
1.070e-03,-0.299218,-0.0379906
1.072e-03,-0.3,-0.0379937
1.074e-03,-0.299218,-0.0379937
1.075e-03,-0.299218,-0.0380062
1.077e-03,-0.299218,-0.0380187
1.078e-03,-0.299218,-0.0383812
1.080e-03,-0.299218,-0.0385187
1.082e-03,-0.299218,-0.0387219
1.083e-03,-0.299218,-0.0387406
1.085e-03,-0.299218,-0.0387469
1.086e-03,-0.299218,-0.0387687
1.088e-03,-0.299218,-0.0387469
1.090e-03,-0.299218,-0.0387625
1.091e-03,-0.3,-0.0387625
1.093e-03,-0.299218,-0.0387656
1.094e-03,-0.299218,-0.0387781
1.096e-03,-0.299218,-0.0387687
1.098e-03,-0.299218,-0.0388062
1.099e-03,-0.299218,-0.0388094
1.101e-03,-0.299218,-0.0388094
1.102e-03,-0.299218,-0.0389594
1.104e-03,-0.3,-0.0389125
1.106e-03,-0.299218,-0.0391
1.107e-03,-0.299218,-0.0393687
1.109e-03,-0.299218,-0.0392125
1.110e-03,-0.299218,-0.0393875
1.112e-03,-0.299218,-0.0394625
1.114e-03,-0.3,-0.0394344
1.115e-03,-0.299218,-0.0394625
1.117e-03,-0.299218,-0.0395156
1.118e-03,-0.299218,-0.0395219
1.120e-03,-0.299218,-0.039525
1.122e-03,-0.299218,-0.0395375
1.123e-03,-0.299218,-0.0395125
1.125e-03,-0.299218,-0.039575
1.126e-03,-0.299218,-0.0395594
1.128e-03,-0.299218,-0.0395812
1.130e-03,-0.299218,-0.0395469
1.131e-03,-0.299218,-0.0395719
1.133e-03,-0.299218,-0.0395719
1.134e-03,-0.299218,-0.0395781
1.136e-03,-0.299218,-0.0396062
1.138e-03,-0.3,-0.0395844
1.139e-03,-0.299218,-0.0396344
1.141e-03,-0.299218,-0.0399031
1.142e-03,-0.299218,-0.0397656
1.144e-03,-0.299218,-0.0398906
1.146e-03,-0.299218,-0.0399
1.147e-03,-0.299218,-0.0397906
1.149e-03,-0.299218,-0.0400594
1.150e-03,-0.299218,-0.0398844
1.152e-03,-0.299218,-0.0399312
1.154e-03,-0.3,-0.0400156
1.155e-03,-0.3,-0.0399937
1.157e-03,-0.299218,-0.0400781
1.158e-03,-0.299218,-0.0400594
1.160e-03,-0.297656,-0.04005
1.162e-03,-0.299218,-0.0401531
1.163e-03,-0.299218,-0.0400781
1.165e-03,-0.299218,-0.0400031
1.166e-03,-0.299218,-0.0401531
1.168e-03,-0.298437,-0.0403156
1.170e-03,-0.299218,-0.0401531
1.171e-03,-0.299218,-0.0401594
1.173e-03,-0.299218,-0.0401437
1.174e-03,-0.299218,-0.0401562
1.176e-03,-0.299218,-0.0401344
1.178e-03,-0.299218,-0.0401969
1.179e-03,-0.299218,-0.0401687
1.181e-03,-0.299218,-0.0401719
1.182e-03,-0.299218,-0.0401687
1.184e-03,-0.299218,-0.04025
1.186e-03,-0.298437,-0.0402312
1.187e-03,-0.299218,-0.0401812
1.189e-03,-0.299218,-0.0401156
1.190e-03,-0.299218,-0.0400125
1.192e-03,-0.299218,-0.0401094
1.194e-03,-0.299218,-0.0400687
1.195e-03,-0.299218,-0.0400156
1.197e-03,-0.299218,-0.0400125
1.198e-03,-0.299218,-0.0399344
1.200e-03,-0.298437,-0.0399344
1.202e-03,-0.299218,-0.0398969
1.203e-03,-0.299218,-0.0398594
1.205e-03,-0.299218,-0.039925
1.206e-03,-0.299218,-0.0398531
1.208e-03,-0.299218,-0.0397344
1.210e-03,-0.299218,-0.03985
1.211e-03,-0.299218,-0.0397062
1.213e-03,-0.299218,-0.0397406
1.214e-03,-0.298437,-0.0396
1.216e-03,-0.299218,-0.0396
1.218e-03,-0.299218,-0.0396031
1.219e-03,-0.299218,-0.0396062
1.221e-03,-0.298437,-0.0395469
1.222e-03,-0.299218,-0.0395281
1.224e-03,-0.298437,-0.0395375
1.226e-03,-0.299218,-0.0395
1.227e-03,-0.298437,-0.0395312
1.229e-03,-0.296875,-0.0395312
1.230e-03,-0.299218,-0.0394844
1.232e-03,-0.299218,-0.0395062
1.234e-03,-0.298437,-0.0395156
1.235e-03,-0.299218,-0.0394906
1.237e-03,-0.299218,-0.0394312
1.238e-03,-0.299218,-0.0394375
1.240e-03,-0.29375,-0.0394312
1.242e-03,-0.299218,-0.0393031
1.243e-03,-0.294531,-0.0392906
1.245e-03,-0.297656,-0.0391219
1.246e-03,-0.296093,-0.0391406
1.248e-03,-0.29375,-0.0391531
1.250e-03,-0.297656,-0.0390937
1.251e-03,-0.29375,-0.0389969
1.253e-03,-0.294531,-0.0387937
1.254e-03,-0.290625,-0.0388281
1.256e-03,-0.282031,-0.0387844
1.258e-03,-0.275781,-0.0387031
1.259e-03,-0.275,-0.0387281
1.261e-03,-0.274218,-0.0387406
1.262e-03,-0.263281,-0.0387281
1.264e-03,-0.257031,-0.0387062
1.266e-03,-0.242187,-0.0386219
1.267e-03,-0.234375,-0.0386156
1.269e-03,-0.221875,-0.0386344
1.270e-03,-0.215625,-0.0384969
1.272e-03,-0.197656,-0.0384562
1.274e-03,-0.196093,-0.038325
1.275e-03,-0.178125,-0.0380469
1.277e-03,-0.146093,-0.0380562
1.278e-03,-0.115625,-0.038
1.280e-03,-0.101562,-0.0379125
1.282e-03,-0.0992183,-0.0378906
1.283e-03,-0.0992183,-0.0378781
1.285e-03,-0.0992183,-0.0378156
1.286e-03,-0.0999995,-0.0378562
1.288e-03,-0.0999995,-0.0378594
1.290e-03,-0.0999995,-0.0377062
1.291e-03,-0.0992183,-0.0376031
1.293e-03,-0.0992183,-0.0375469
1.294e-03,-0.0992183,-0.0373312
1.296e-03,-0.0992183,-0.0373
1.298e-03,-0.098437,-0.0371937
1.299e-03,-0.0992183,-0.0371812
1.301e-03,-0.0749995,-0.0371125
1.302e-03,-0.023437,-0.0370719
1.304e-03,0.051563,-0.0370812
1.306e-03,0.100782,-0.0369344
1.307e-03,0.100782,-0.0369625
1.309e-03,0.138282,-0.0369344
1.310e-03,0.24375,-0.0367875
1.312e-03,0.307032,-0.0366469
1.314e-03,0.396094,-0.0366469
1.315e-03,0.542188,-0.0363719
1.317e-03,0.727344,-0.0363
1.318e-03,0.983594,-0.0363219
1.320e-03,1.34297,-0.0362562
1.322e-03,1.76797,-0.0361656
1.323e-03,2.32656,-0.0360062
1.325e-03,2.94063,-0.0361062
1.326e-03,3.54922,-0.0359406
1.328e-03,4.01641,-0.0357812
1.330e-03,4.31563,-0.0356
1.331e-03,4.37188,-0.0355969
1.333e-03,4.21875,-0.0355094
1.334e-03,3.89063,-0.0354531
1.336e-03,3.45703,-0.0354719
1.338e-03,2.95313,-0.0353094
1.339e-03,2.48516,-0.0352125
1.341e-03,2.06406,-0.03505
1.342e-03,1.69297,-0.0349
1.344e-03,1.40156,-0.0347969
1.346e-03,1.12578,-0.034725
1.347e-03,0.905469,-0.0346719
1.349e-03,0.742969,-0.0346875
1.350e-03,0.616407,-0.0345281
1.352e-03,0.482813,-0.0344219
1.354e-03,0.410157,-0.03435
1.355e-03,0.297657,-0.0342594
1.357e-03,0.245313,-0.0339812
1.358e-03,0.189063,-0.0339031
1.360e-03,0.135938,-0.0338687
1.362e-03,0.0968755,-0.0337906
1.363e-03,0.0875005,-0.0337094
1.365e-03,0.0679692,-0.0336312
1.366e-03,0.0375005,-0.0334
1.368e-03,-0.00234327,-0.0332094
1.370e-03,-0.0406245,-0.0330781
1.371e-03,-0.0851558,-0.0330719
1.373e-03,-0.0999995,-0.03295
1.374e-03,-0.0999995,-0.0329125
1.376e-03,-0.0999995,-0.0327937
1.378e-03,-0.100781,-0.0326312
1.379e-03,-0.102343,-0.0324219
1.381e-03,-0.103125,-0.0323281
1.382e-03,-0.0999995,-0.0322844
1.384e-03,-0.102343,-0.0322656
1.386e-03,-0.10625,-0.0320469
1.387e-03,-0.104687,-0.0319031
1.389e-03,-0.108593,-0.0317812
1.390e-03,-0.109375,-0.0315812
1.392e-03,-0.109375,-0.0314469
1.394e-03,-0.107812,-0.0314312
1.395e-03,-0.116406,-0.0313094
1.397e-03,-0.117187,-0.0312781
1.398e-03,-0.119531,-0.0310437
1.400e-03,-0.115625,-0.030875
1.402e-03,-0.125781,-0.0306937
1.403e-03,-0.122656,-0.0306594
1.405e-03,-0.121875,-0.0305187
1.406e-03,-0.123437,-0.0303656
1.408e-03,-0.130468,-0.0302625
1.410e-03,-0.140625,-0.02995
1.411e-03,-0.146875,-0.0298781
1.413e-03,-0.151562,-0.0297969
1.414e-03,-0.153906,-0.0296625
1.416e-03,-0.142968,-0.0295594
1.418e-03,-0.144531,-0.0292969
1.419e-03,-0.142187,-0.0291875
1.421e-03,-0.142187,-0.0290625
1.422e-03,-0.15625,-0.0290094
1.424e-03,-0.166406,-0.0288687
1.426e-03,-0.163281,-0.0287031
1.427e-03,-0.158593,-0.0284687
1.429e-03,-0.15625,-0.0283562
1.430e-03,-0.164843,-0.0282594
1.432e-03,-0.175,-0.0281906
1.434e-03,-0.171093,-0.0280437
1.435e-03,-0.160937,-0.0277719
1.437e-03,-0.167968,-0.027625
1.438e-03,-0.176562,-0.0273844
1.440e-03,-0.153125,-0.0273531
1.442e-03,-0.167187,-0.0271781
1.443e-03,-0.158593,-0.0269625
1.445e-03,-0.160937,-0.02675
1.446e-03,-0.185156,-0.02665
1.448e-03,-0.178125,-0.0266312
1.450e-03,-0.179687,-0.0264281
1.451e-03,-0.198437,-0.0262406
1.453e-03,-0.204687,-0.0259906
1.454e-03,-0.186718,-0.0259
1.456e-03,-0.196875,-0.0257969
1.458e-03,-0.210937,-0.025525
1.459e-03,-0.224218,-0.0253312
1.461e-03,-0.21875,-0.0252687
1.462e-03,-0.260156,-0.02505
1.464e-03,-0.260156,-0.0248875
1.466e-03,-0.264062,-0.0247812
1.467e-03,-0.298437,-0.0246062
1.469e-03,-0.282812,-0.024275
1.470e-03,-0.299218,-0.0242437
1.472e-03,-0.299218,-0.0241031
1.474e-03,-0.299218,-0.0238969
1.475e-03,-0.299218,-0.0237312
1.477e-03,-0.299218,-0.0234937
1.478e-03,-0.299218,-0.0234312
1.480e-03,-0.3,-0.023225
1.482e-03,-0.299218,-0.0230562
1.483e-03,-0.299218,-0.0228375
1.485e-03,-0.299218,-0.0227062
1.486e-03,-0.299218,-0.0225719
1.488e-03,-0.299218,-0.0224344
1.490e-03,-0.299218,-0.0221844
1.491e-03,-0.299218,-0.0220125
1.493e-03,-0.299218,-0.0218406
1.494e-03,-0.299218,-0.0216406
1.496e-03,-0.299218,-0.0216281
1.498e-03,-0.299218,-0.0212156
1.499e-03,-0.299218,-0.0211875
1.501e-03,-0.299218,-0.0209781
1.502e-03,-0.299218,-0.02085
1.504e-03,-0.299218,-0.0206406
1.506e-03,-0.299218,-0.0204219
1.507e-03,-0.299218,-0.0202156
1.509e-03,-0.299218,-0.0201625
1.510e-03,-0.299218,-0.0199719
1.512e-03,-0.299218,-0.0197594
1.514e-03,-0.299218,-0.0194781
1.515e-03,-0.299218,-0.0194375
1.517e-03,-0.299218,-0.0192656
1.518e-03,-0.299218,-0.0190937
1.520e-03,-0.299218,-0.0188062
1.522e-03,-0.299218,-0.0186219
1.523e-03,-0.299218,-0.0184687
1.525e-03,-0.299218,-0.0183375
1.526e-03,-0.299218,-0.0180656
1.528e-03,-0.299218,-0.0178906
1.530e-03,-0.299218,-0.0177937
1.531e-03,-0.299218,-0.0175687
1.533e-03,-0.299218,-0.0173625
1.534e-03,-0.299218,-0.0171312
1.536e-03,-0.299218,-0.017
1.538e-03,-0.299218,-0.0168094
1.539e-03,-0.299218,-0.0165781
